id,prompt,correct_answer,sources,student_id,notes,corrected sources,direct citations from sources,answer,cit_recall,bleu,rouge_l,bertscore_f1
CORP-TAX-011,Sind Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied abzugsfähig?,Nein. Abschreibungen auf den niedrigeren Teilwert sowie Veräußerungsverluste hinsichtlich Beteiligungen an Gruppenmitgliedern sind gemäß § 9 Abs. 7 KStG nicht abzugsfähig.,§ 9 Abs. 7 KStG 1988,h12239827,,,,"Ja, Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied sind abzugsfähig, wenn eine voraussichtlich dauernde Wertminderung vorliegt und der Teilwert ermittelt wurde (§ 6 Abs 1 Z 2 EStG bzw. § 6 Abs 1 Z 2 KStG 1988). Der Teilwert ist dabei der Wert, der sich aus der Betriebsvermögensrechnung des Beteiligungsunternehmens ergibt, wobei eine Abschreibung nur zulässig ist, wenn dieser unter dem Buchwert liegt (§ 6 Abs 1 Z 2 EStG).",0.0,0.05362415990881577,0.1875,0.7268815
CORP-TAX-012,"Wie wird eine Dividende einer ausländischen EU-Tochtergesellschaft steuerlich behandelt, wenn die Beteiligung 15 % beträgt und seit 2 Jahren gehalten wird?","Die Beteiligung erfüllt die Voraussetzungen einer internationalen Schachtelbeteiligung (≥ 10 %, ≥ 1 Jahr – § 10 Abs. 2 KStG). Die Dividende ist nach § 10 Abs. 1 Z 7 KStG steuerfrei. Alternativ käme § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) in Betracht. Nicht befreit wäre sie, wenn sie bei der Tochter abzugsfähig ist (§ 10 Abs. 4 KStG).",§ 10 Abs. 1 Z 5 und Z 7; Abs. 2 und 4 KStG 1988,h12239827,,,,"Die Dividende unterliegt der Körperschaftsteuer, wird aber durch die Hinzurechnungsregel mit anschließender Anrechnung behandelt, wobei bei Erfüllung der Beteiligungsvoraussetzungen (mind. 10 % Beteiligung, mind. 12 Monate Haltedauer) eine Entlastung durch Anrechnung der ausländischen Quellensteuer möglich ist. (§ 10 Abs 1 Z 1 KStG 1988, § 1 Abs 5 KStG 1988)",0.0,0.01510288105983732,0.21621621621621623,0.7043206
CORP-TAX-013,Warum können § 10 KStG (Beteiligungsbefreiung) und § 12 Abs. 1 Z 10 KStG (Abzugsverbot für Lizenzgebühren) gleichzeitig auf denselben Konzern anwendbar sein?,"§ 10 KStG befreit eingehende Beteiligungserträge. § 12 Abs. 1 Z 10 KStG verhindert, dass ausgehende Zahlungen an niedrigbesteuerte Konzerngesellschaften abgezogen werden. Beide können denselben Konzern treffen: Die Mutter empfängt steuerfreie Dividenden (§ 10) und leistet Zahlungen an eine Schwester im Niedrigsteuerland (§ 12 Abs. 1 Z 10).",§ 10 Abs. 1 KStG 1988; § 12 Abs. 1 Z 10 KStG 1988,h12239827,,,,"Die Beteiligungsbefreiung nach § 10 KStG und das Abzugsverbot nach § 12 Abs. 1 Z 10 KStG regeln unterschiedliche Sachverhalte: § 10 KStG befreit Dividenden und Veräußerungsgewinne aus Beteiligungen von der Körperschaftsteuer, während § 12 Abs. 1 Z 10 KStG den Abzug von Lizenzgebühren an nahestehende Personen begrenzt – beide Normen können daher parallel auf denselben Konzern anwendbar sein, da sie verschiedene Einkunftsarten betreffen. Die Beteiligungsbefreiung schließt nicht aus, dass gleichzeitig Lizenzgebühren gezahlt werden, die dem Abzugsverbot unterliegen (§ 10 KStG, § 12 Abs. 1 Z 10 KStG).",0.0,0.13172168057328357,0.3235294117647059,0.7432024
CORP-TAX-014,Welche Voraussetzungen müssen für eine internationale Schachtelbeteiligung erfüllt sein?,"Der Steuerpflichtige muss unter § 7 Abs. 3 KStG fallen oder eine sonstige unbeschränkt steuerpflichtige ausländische Körperschaft sein, die mit einem inländischen unter §7 Abs. 3KStG fallenden Steuerpflichtigen vergleichbar sein und mindestens 1 Jahr ununterbrochen zu mindestens 10 % an einer ausländischen Kapitalgesellschaft beteiligt sein (§ 10 Abs. 2 KStG).",§ 10 Abs. 2 KStG 1988,h12239827,,,,"Eine internationale Schachtelbeteiligung erfordert, dass ein österreichisches Unternehmen unmittelbar oder mittelbar mindestens 10 % der Anteile an einer ausländischen Kapitalgesellschaft hält und diese Beteiligung mindestens ein Jahr lang bestand oder besteht (§ 10 Abs 1 Z 1 KStG 1988). Zusätzlich muss die ausländische Gesellschaft einer Besteuerung nach Art und Weise unterliegen, die der österreichischen Besteuerung vergleichbar ist (§ 10 Abs 1 Z 2 KStG 1988).",0.0,0.06860712694566222,0.2033898305084746,0.74442875
CORP-TAX-015,Wie werden Veräußerungsgewinne aus internationalen Schachtelbeteiligungen grundsätzlich behandelt?,"Sie bleiben bei der Einkommensermittlung außer Ansatz (steuerneutral), es sei denn, der Steuerpflichtige hat die Option zur Steuerwirksamkeit erklärt (§ 10 Abs. 3 KStG).",§ 10 Abs. 3 KStG 1988,h12239827,,,,"Veräußerungsgewinne aus internationalen Schachtelbeteiligungen sind in Österreich grundsätzlich steuerfrei, sofern die Beteiligung mindestens 10 % des Kapitals umfasst und eine Haltedauer von mindestens einem Jahr erfüllt ist (§ 8 Abs 3 KStG 1988). Diese Regelung gilt auch für Gewinne aus der Veräußerung von Anteilen an ausländischen Kapitalgesellschaften, wenn die Voraussetzungen der Schachtelprivilegierung erfüllt sind (§ 8 Abs 3 Z 1 KStG 1988).",0.0,0.004601046431380969,0.10752688172043011,0.7060884
CORP-TAX-016,Sind Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung als Betriebsausgabe abzugsfähig?,"Grundsätzlich ja (§ 11 Abs. 1 Z 4 KStG) wenn die Beteiligung im Betriebsvermögen gehalten wird – auch wenn die Erträge nach § 10 KStG steuerfrei sind. Ausnahme: Wurde die Beteiligung von einem konzernzugehörigen Unternehmen erworben, greift das Abzugsverbot des § 12 Abs. 1 Z 9 KStG und die Fremdfinanzierungszinsen dürfen nicht als Betriebsausgabe abgezogen werden.",§ 11 Abs. 1 Z 4 KStG 1988; § 12 Abs. 1 Z 9 KStG 1988,h12239827,,,,"Nein, Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung sind nicht als Betriebsausgabe abzugsfähig, da die Zinsaufwendungen in wirtschaftlichem Zusammenhang mit steuerfrei gestellten Einkünften stehen und daher nach dem Abzugsverbot ausgeschlossen sind. (§ 4 Abs 4a EStG 1988, § 8 Abs 3 KStG 1988)",0.0,0.023447232152626056,0.1188118811881188,0.7720795
CORP-TAX-017,Was ist der Unterschied zwischen § 11 KStG und § 12 KStG in Bezug auf den Betriebsausgabenabzug?,"§ 11 KStG erweitert den Betriebsausgabenbegriff um körperschaftsspezifische Aufwendungen. § 12 KStG schränkt ihn ein und nennt Aufwendungen, die trotz betrieblicher Veranlassung nicht abzugsfähig sind.",§ 11 KStG 1988; § 12 KStG 1988,h12239827,,,,"§ 11 KStG regelt den Betriebsausgabenabzug für Einkünfte aus Gewerbebetrieb und Land- und Forstwirtschaft, während § 12 KStG den Betriebsausgabenabzug für Einkünfte aus selbstständiger Arbeit normiert – beide ermöglichen den Abzug notwendiger Ausgaben zur Erwerbung, Sicherung und Erhaltung der Einnahmen, unterscheiden sich aber in ihrer Anwendbarkeit je nach Einkunftsart (§ 11 KStG, § 12 KStG).",0.0,0.029736241683177365,0.14457831325301204,0.72320783
CORP-TAX-018,Sind freiwillige Spenden zu gemeinnützigen Zwecken grundsätzlich abzugsfähig?,"Nein, grundsätzlich nicht (§ 12 Abs. 1 Z 5 KStG). Eine Ausnahme stellen Spenden an begünstigte Empfänger nach § 4a EStG oder Ausgaben nach § 8 Abs. 4 Z 1 KStG dar.",§ 12 Abs. 1 Z 5 KStG 1988,h12239827,,,,"Freiwillige Spenden zu gemeinnützigen Zwecken sind grundsätzlich nicht abzugsfähig, es sei denn, sie werden an begünstigte Institutionen geleistet und erfüllen die gesetzlichen Voraussetzungen – dann können sie als Sonderausgaben geltend gemacht werden, allerdings nur bis zu einer bestimmten Quote des Einkommens. (§ 4 Abs 4 Z 1 EStG 1988, § 4a EStG 1988)",0.0,0.03783430622254702,0.22727272727272727,0.7273992
CORP-TAX-019,"Welche Aufwendungen sind bei einer GmbH steuerlich nicht oder nur teilweise abzugsfähig: (a) EU-Geldbuße, (b) Spende an begünstigten Empfänger, (c) Aufsichtsratsvergütung, (d) Lizenzgebühr an konzernzugehörige Gesellschaft mit 8 % Steuerbelastung?","(a) Nicht abzugsfähig (§ 12 Abs. 1 Z 4 KStG). (b) Abzugsfähig nach § 4a EStG – Ausnahme in § 12 Abs. 1 Z 5 KStG greift. (c) Nur zur Hälfte abzugsfähig (§ 12 Abs. 1 Z 7 KStG). (d) Nicht abzugsfähig, da konzernzugehöriger Empfänger und Steuerbelastung < 15 % (§ 12 Abs. 1 Z 10 KStG).","§ 12 Abs. 1 Z 4, Z 5, Z 7 und Z 10 KStG 1988",h12239827,,,,"(a) EU-Geldbußgelder sind nicht abzugsfähig, (b) Spenden an begünstigte Empfänger sind unter Einhaltung der Spendenabzugsgrenzen abzugsfähig, (c) Aufsichtsratsvergütungen sind vollständig abzugsfähig, und (d) Lizenzgebühren an konzernzugehörige Gesellschaften mit niedriger Steuerbelastung können der Zinsschranke unterliegen und teilweise nicht abzugsfähig sein (§ 4 Abs 1 EStG 1988, § 4 Abs 8 EStG 1988 für Bußgelder, § 4 Abs 9 EStG 1988 für Spenden, § 8 Abs 3 KStG 1988 für Zinsschranke).",0.0,0.005269699009623945,0.24637681159420288,0.7288962
CORP-TAX-020,Wann sind Lizenzgebühren an eine konzernzugehörige Gesellschaft nicht abzugsfähig?,Wenn der Empfänger konzernzugehörig ist und die Lizenzgebühren beim Empfänger keiner oder weniger als 10 % Besteuerung unterliegen (§ 12 Abs. 1 Z 10 KStG).,§ 12 Abs. 1 Z 10 KStG 1988,h12239827," § 12 Abs. 1 Z 10 KStG has a < 15% Niedrigbesteuerungsgrenze!, not 10% (See question above)",,,"Lizenzgebühren an konzernzugehörige Gesellschaften sind nicht abzugsfähig, wenn sie nicht dem Fremdvergleichsprinzip entsprechen oder wenn die Betriebsstätte des Lizenzgebers nicht nachgewiesen werden kann (§ 8 Abs 3 KStG 1988, § 4h EStG 1988). Darüber hinaus können Lizenzgebühren durch die Zinsschrankenregel des § 4h EStG 1988 bzw. § 8a KStG 1988 begrenzt sein, wenn sie Teil einer Finanzierungsstruktur zur Gewinnverlagerung darstellen.",0.0,0.004299703119715468,0.1111111111111111,0.70249295
CORP-TAX-021,Nach welcher Methode ist der Gewinn bei rechnungslegungspflichtigen Körperschaften zu ermitteln?,Nach § 5 Abs. 1 EStG 1988 (Betriebsvermögensvergleich). § 6 Z 2 lit. c und d EStG ist dabei nicht anzuwenden (§ 7 Abs. 3 KStG).,§ 7 Abs. 3 KStG 1988,h12215660,Source should mention § 5 Abs. 1 too ,,,"Der Gewinn bei rechnungslegungspflichtigen Körperschaften ist nach der Bilanzierungsmethode zu ermitteln, wobei der Gewinn als Unterschied zwischen dem Betriebsvermögen am Ende und am Anfang des Wirtschaftsjahres zuzüglich Entnahmen und abzüglich Einlagen ermittelt wird (§ 4 Abs 1 EStG, § 5 EStG analog für Körperschaften). Für Körperschaften gilt grundsätzlich die Gewinnermittlung nach Maßgabe der Rechnungslegungsvorschriften, insbesondere durch Aufstellung einer Bilanz und Gewinn- und Verlustrechnung (§ 5 Abs 1 KStG 1988).",0.0,0.007621322239971353,0.13999999999999999,0.72271705
CORP-TAX-022,"Welche Aspekte der §§ 7–12 KStG sind zu prüfen, wenn eine GmbH 60 % einer anderen GmbH von einem konzernfremden Dritten erwirbt und eine Gruppe bilden möchte?","§ 7 Abs. 3 KStG: Einkommensermittlung beider Körperschaften als Gewerbebetrieb (Gewerblichkeitsfiktion). § 9 Abs. 2–5 KStG: Gruppenvoraussetzungen (mittelbare oder unmittelbare Beteiligung > 50 %; unbeschränkt steuerpflichtige Kapitalgesellschaften oder vergleichbare nicht unbeschränkt steuerpflichtige Kapitalgesellschaften, die in einem Mitgliedstaat der Europäischen Union ode in einem Staat, mit dem umfassende Amtshilfe besteht, ansässig sind und ausschließlich mit unbeschränkt steuerpflichtigen Gruppenmitgliedern oder mit dem Gruppenträger finanziell verbunden sind; die finanzielle Verbindung muss während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitglieds vorliegen). § 9 Abs. 6 Z 4 KStG: Vorgruppenverluste nur gegen eigenen Gewinn. § 11 Abs. 1 Z 4 KStG: Zinsen abzugsfähig (konzernfremder Verkäufer → kein § 12 Abs. 1 Z 9). § 9 Abs. 7 KStG: Nach Beitritt keine Teilwertabschreibungen mehr.","§ 7 Abs. 3; § 9 Abs. 2–5, Abs. 6 Z 4, Abs. 7; § 11 Abs. 1 Z 4; § 12 Abs. 1 Z 9 KStG 1988",h12215660,,,,"Bei einem Erwerb von 60 % einer GmbH durch eine andere GmbH sind primär die Voraussetzungen der Gruppenbesteuerung nach § 9 KStG zu prüfen, insbesondere die Beteiligungsquote von mindestens 50 % plus eine Stimme, die Zugehörigkeit zu einer inländischen Betriebsstätte und die Gewinnabführungsvereinbarung, sowie die Hinzurechnungsvorschriften des § 8 KStG bezüglich verdeckter Gewinnausschüttungen und die Organschaftsvoraussetzungen gemäß § 10 KStG (§§ 8–10 KStG 1988).",0.0,0.004114666888023239,0.10695187165775402,0.6829765
CORP-TAX-023,"Welche steuerlichen Schritte sind zu beachten, wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt?","Der Verlust ist als Sonderausgabe nach § 8 Abs. 4 Z 2 KStG abzugsfähig. Dieser sogenannte Verlustabzug steht im Ausmaß von 75 % des Gesamtbetrags der Einkünfte zu. Wenn im laufenden Jahr keine Gewinne erwirtschaftet werden und der Verlustabzug nich geltend gemacht werden kann, ist eine Weiterverrechnung im nächsten Jahr möglich. Einkommensermittlung nach § 7 Abs. 2/3 KStG. Zu prüfen: Mantelkauf (§ 8 Abs. 4 Z 2 lit. c) oder Gruppenbeziehung (§ 9 Abs. 6 Z 4 – Vorgruppenverluste) schränken die Verrechenbarkeit ein.",§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988; § 9 Abs. 6 Z 4 KStG 1988,h12215660,,,,"Nach einem Verlustjahr kann die GmbH im Folgejahr erzielte Gewinne grundsätzlich normal versteuern, wobei Verluste aus dem Vorjahr durch Verlustvortrag mit zukünftigen Gewinnen verrechnet werden können, sofern die Betriebsstätte nicht unterbrochen wurde (§ 8 Abs 3 KStG 1988). Wichtig ist die Prüfung, ob eine Betriebsstättenwechsel oder wesentliche Änderungen der Geschäftstätigkeit vorliegen, da diese den Verlustvortrag beschränken können (§ 8 Abs 3a KStG 1988). Die Gewinnermittlung erfolgt nach den allgemeinen Regeln der Einnahmen-Ausgaben-Rechnung oder Bilanzierung, und die Körperschaftsteuer wird auf den verbleibenden Gewinn nach Verlustvortrag berechnet (§ 4 Abs 1 KStG 1988).",0.0,0.007278283720200117,0.12972972972972974,0.71433425
CORP-TAX-024,Was ist der Gewinnermittlungszeitraum und kann davon abgewichen werden?,"Das Wirtschaftsjahr, das sich grundsätzlich mit dem Kalenderjahr deckt (§ 7 Abs. 4 KStG). Rechnungslegungspflichtige Körperschaften und buchführende Land- und Forstwirte dürfen ein abweichendes Wirtschaftsjahr führen (§ 7 Abs. 5 KStG).",§ 7 Abs. 4–5 KStG 1988,h12215660,,,,"Der Gewinnermittlungszeitraum ist das Kalenderjahr (1. Jänner bis 31. Dezember), wobei Unternehmer auf Antrag ein abweichendes Wirtschaftsjahr wählen können, das nicht länger als 12 Monate sein darf. (§ 4 Abs 4 EStG 1988, § 5 Abs 1 KStG 1988)",0.0,0.03000487960856969,0.21333333333333335,0.7480324
CORP-TAX-025,Wie werden Einlagen und Beiträge von Gesellschaftern bei der Einkommensermittlung behandelt?,"Sie bleiben außer Ansatz, soweit sie von Personen in ihrer Eigenschaft als Gesellschafter oder Mitglieder geleistet werden (§ 8 Abs. 1 KStG).",§ 8 Abs. 1 KStG 1988,h12215660,,,,"Einlagen und Beiträge von Gesellschaftern sind keine Betriebsausgaben und mindern daher nicht die Einkünfte, da sie Kapitalzuführungen darstellen und nicht aus der Geschäftstätigkeit entstehen. Lediglich tatsächlich entstandene Betriebsausgaben sind abzugsfähig, während Einlagen als Vermögensumschichtung behandelt werden. (§ 4 Abs 1 EStG 1988, § 4 Abs 4 EStG 1988)",0.0,0.005720251726917803,0.12987012987012989,0.72690505
