id,prompt,correct_answer,sources,student_id,notes,corrected sources,direct citations from sources,answer,cit_recall,bleu,rouge_l,bertscore_f1
CORP-TAX-011,Sind Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied abzugsfähig?,Nein. Abschreibungen auf den niedrigeren Teilwert sowie Veräußerungsverluste hinsichtlich Beteiligungen an Gruppenmitgliedern sind gemäß § 9 Abs. 7 KStG nicht abzugsfähig.,§ 9 Abs. 7 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: BudgetbegleitG 2001; BudgetbegleitG 01te 1997; BudgetbegleitG 2003; EStG 1988 §25 Abs1; EStG 1988 §25.,0.0,0.007575731225158965,0.039999999999999994,0.6215829
CORP-TAX-012,"Wie wird eine Dividende einer ausländischen EU-Tochtergesellschaft steuerlich behandelt, wenn die Beteiligung 15 % beträgt und seit 2 Jahren gehalten wird?","Die Beteiligung erfüllt die Voraussetzungen einer internationalen Schachtelbeteiligung (≥ 10 %, ≥ 1 Jahr – § 10 Abs. 2 KStG). Die Dividende ist nach § 10 Abs. 1 Z 7 KStG steuerfrei. Alternativ käme § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) in Betracht. Nicht befreit wäre sie, wenn sie bei der Tochter abzugsfähig ist (§ 10 Abs. 4 KStG).",§ 10 Abs. 1 Z 5 und Z 7; Abs. 2 und 4 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KStG 1988 §24 Abs5 Z5; KStG 1988 §24 Abs2; KStG 1988 §24 Abs3 Z1; KStG 1988 §24 Abs4 Z4; KStG 1988 §24 Abs1.,0.0,0.003353873178628082,0.10526315789473684,0.6310016
CORP-TAX-013,Warum können § 10 KStG (Beteiligungsbefreiung) und § 12 Abs. 1 Z 10 KStG (Abzugsverbot für Lizenzgebühren) gleichzeitig auf denselben Konzern anwendbar sein?,"§ 10 KStG befreit eingehende Beteiligungserträge. § 12 Abs. 1 Z 10 KStG verhindert, dass ausgehende Zahlungen an niedrigbesteuerte Konzerngesellschaften abgezogen werden. Beide können denselben Konzern treffen: Die Mutter empfängt steuerfreie Dividenden (§ 10) und leistet Zahlungen an eine Schwester im Niedrigsteuerland (§ 12 Abs. 1 Z 10).",§ 10 Abs. 1 KStG 1988; § 12 Abs. 1 Z 10 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KStG 1988 §10 Abs3 idF 1994/681; KStG 1988 §10 Z5 idF 1989/660; KStG 1988 §10 Abs2 Z2 lita idF 1993/694; KStG 1988 §10 Abs2 idF 1996/797; KStG 1988 §10 Abs2 Z1 idF 1993/694.,0.0,0.00454503898348747,0.12244897959183672,0.6164569
CORP-TAX-014,Welche Voraussetzungen müssen für eine internationale Schachtelbeteiligung erfüllt sein?,"Der Steuerpflichtige muss unter § 7 Abs. 3 KStG fallen oder eine sonstige unbeschränkt steuerpflichtige ausländische Körperschaft sein, die mit einem inländischen unter §7 Abs. 3KStG fallenden Steuerpflichtigen vergleichbar sein und mindestens 1 Jahr ununterbrochen zu mindestens 10 % an einer ausländischen Kapitalgesellschaft beteiligt sein (§ 10 Abs. 2 KStG).",§ 10 Abs. 2 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61975CJ0008 Foot-Ball Club d'Andlau VORAB; SportG Slbg 1988 §4 Abs1; SportG Slbg 1988 §4 Abs3; SportG Slbg 1988 §4 Abs2; 21993A1231(18) AssAbk Polen Art44 Abs4 litc.,0.0,0.003526933330912528,0.02127659574468085,0.57811636
CORP-TAX-015,Wie werden Veräußerungsgewinne aus internationalen Schachtelbeteiligungen grundsätzlich behandelt?,"Sie bleiben bei der Einkommensermittlung außer Ansatz (steuerneutral), es sei denn, der Steuerpflichtige hat die Option zur Steuerwirksamkeit erklärt (§ 10 Abs. 3 KStG).",§ 10 Abs. 3 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 61995CJ0250 Futura Participations VORAB; 62004CJ0374 Test Claimants in Class IV of the ACT Group Litigation VORAB; 61998CJ0397 Metallgesellschaft VORAB; 62000CJ0071 Develop VORAB; 61999CJ0339 Energie Steiermark Holding VORAB.,0.0,0.0048742862874500996,0.030769230769230767,0.549589
CORP-TAX-016,Sind Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung als Betriebsausgabe abzugsfähig?,"Grundsätzlich ja (§ 11 Abs. 1 Z 4 KStG) wenn die Beteiligung im Betriebsvermögen gehalten wird – auch wenn die Erträge nach § 10 KStG steuerfrei sind. Ausnahme: Wurde die Beteiligung von einem konzernzugehörigen Unternehmen erworben, greift das Abzugsverbot des § 12 Abs. 1 Z 9 KStG und die Fremdfinanzierungszinsen dürfen nicht als Betriebsausgabe abgezogen werden.",§ 11 Abs. 1 Z 4 KStG 1988; § 12 Abs. 1 Z 9 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 Forschungsfreibeträge 2002; SteuerreformG 2005; EStG 1988 Forschungsfreibeträge 2002 §1 Abs1; EStG 1988 Forschungsfreibeträge 2002 §1 Abs4; EStG 1988 Forschungsfreibeträge 2002 §1 Abs2 Z4.,0.0,0.002958928271028209,0.06060606060606061,0.64108396
CORP-TAX-017,Was ist der Unterschied zwischen § 11 KStG und § 12 KStG in Bezug auf den Betriebsausgabenabzug?,"§ 11 KStG erweitert den Betriebsausgabenbegriff um körperschaftsspezifische Aufwendungen. § 12 KStG schränkt ihn ein und nennt Aufwendungen, die trotz betrieblicher Veranlassung nicht abzugsfähig sind.",§ 11 KStG 1988; § 12 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UmgrStG 1991 §12 Abs2; KStG 1988 §12; UmgrStG 1991 §12 Abs1; KStG 1988 §11; UmgrStG 1991 §12 Abs2 Z1.,0.0,0.00821807407726565,0.10344827586206896,0.6300474
CORP-TAX-018,Sind freiwillige Spenden zu gemeinnützigen Zwecken grundsätzlich abzugsfähig?,"Nein, grundsätzlich nicht (§ 12 Abs. 1 Z 5 KStG). Eine Ausnahme stellen Spenden an begünstigte Empfänger nach § 4a EStG oder Ausgaben nach § 8 Abs. 4 Z 1 KStG dar.",§ 12 Abs. 1 Z 5 KStG 1988,h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KAKuG 2001 §3; LZVG 1957 §2 Abs1 Z2; KAKuG 2001 §2 Abs3; LeichenbestattungsG Vlbg §48; SHG NÖ 2000 §38 Abs4.,0.0,0.0,0.03076923076923077,0.64770734
CORP-TAX-019,"Welche Aufwendungen sind bei einer GmbH steuerlich nicht oder nur teilweise abzugsfähig: (a) EU-Geldbuße, (b) Spende an begünstigten Empfänger, (c) Aufsichtsratsvergütung, (d) Lizenzgebühr an konzernzugehörige Gesellschaft mit 8 % Steuerbelastung?","(a) Nicht abzugsfähig (§ 12 Abs. 1 Z 4 KStG). (b) Abzugsfähig nach § 4a EStG – Ausnahme in § 12 Abs. 1 Z 5 KStG greift. (c) Nur zur Hälfte abzugsfähig (§ 12 Abs. 1 Z 7 KStG). (d) Nicht abzugsfähig, da konzernzugehöriger Empfänger und Steuerbelastung < 15 % (§ 12 Abs. 1 Z 10 KStG).","§ 12 Abs. 1 Z 4, Z 5, Z 7 und Z 10 KStG 1988",h12239827,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4; 31969L0335 Kapital Ansammlungs-RL indirekte Steuern; 32011L0096 Mutter/Tochter-RL Art2; KStG 1988 §24 Abs5 Z5; 32011L0096 Mutter/Tochter-RL.,0.0,0.0026711587833171224,0.041666666666666664,0.58314204
CORP-TAX-020,Wann sind Lizenzgebühren an eine konzernzugehörige Gesellschaft nicht abzugsfähig?,Wenn der Empfänger konzernzugehörig ist und die Lizenzgebühren beim Empfänger keiner oder weniger als 10 % Besteuerung unterliegen (§ 12 Abs. 1 Z 10 KStG).,§ 12 Abs. 1 Z 10 KStG 1988,h12239827," § 12 Abs. 1 Z 10 KStG has a < 15% Niedrigbesteuerungsgrenze!, not 10% (See question above)",,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UStG Telekommunikationsdienste 1997; UStG Telekommunikationsdienste 1997 §1; DUK-G 1994 §3; DUK-G 1994 §25; DUK-G 1994 §1.,0.0,0.006980361417366381,0.06779661016949153,0.60214555
CORP-TAX-021,Nach welcher Methode ist der Gewinn bei rechnungslegungspflichtigen Körperschaften zu ermitteln?,Nach § 5 Abs. 1 EStG 1988 (Betriebsvermögensvergleich). § 6 Z 2 lit. c und d EStG ist dabei nicht anzuwenden (§ 7 Abs. 3 KStG).,§ 7 Abs. 3 KStG 1988,h12215660,Source should mention § 5 Abs. 1 too ,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: BWG 1993 §23 Abs6; BWG 1993 §1 Abs1; UmgrStG 1991; UmgrStG 1991 §15; KStG 1988.,0.0,0.0072658577559704465,0.11538461538461538,0.68799007
CORP-TAX-022,"Welche Aspekte der §§ 7–12 KStG sind zu prüfen, wenn eine GmbH 60 % einer anderen GmbH von einem konzernfremden Dritten erwirbt und eine Gruppe bilden möchte?","§ 7 Abs. 3 KStG: Einkommensermittlung beider Körperschaften als Gewerbebetrieb (Gewerblichkeitsfiktion). § 9 Abs. 2–5 KStG: Gruppenvoraussetzungen (mittelbare oder unmittelbare Beteiligung > 50 %; unbeschränkt steuerpflichtige Kapitalgesellschaften oder vergleichbare nicht unbeschränkt steuerpflichtige Kapitalgesellschaften, die in einem Mitgliedstaat der Europäischen Union ode in einem Staat, mit dem umfassende Amtshilfe besteht, ansässig sind und ausschließlich mit unbeschränkt steuerpflichtigen Gruppenmitgliedern oder mit dem Gruppenträger finanziell verbunden sind; die finanzielle Verbindung muss während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitglieds vorliegen). § 9 Abs. 6 Z 4 KStG: Vorgruppenverluste nur gegen eigenen Gewinn. § 11 Abs. 1 Z 4 KStG: Zinsen abzugsfähig (konzernfremder Verkäufer → kein § 12 Abs. 1 Z 9). § 9 Abs. 7 KStG: Nach Beitritt keine Teilwertabschreibungen mehr.","§ 7 Abs. 3; § 9 Abs. 2–5, Abs. 6 Z 4, Abs. 7; § 11 Abs. 1 Z 4; § 12 Abs. 1 Z 9 KStG 1988",h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UmgrStG 1991 §7 Abs1; UmgrStG 1991 §7 Abs1 Z1; KStG 1988 §7 Abs3; KStG 1988 §7 Abs1; KStG 1988 §7 Abs5.,0.0,0.0004871414115013703,0.06493506493506493,0.615753
CORP-TAX-023,"Welche steuerlichen Schritte sind zu beachten, wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt?","Der Verlust ist als Sonderausgabe nach § 8 Abs. 4 Z 2 KStG abzugsfähig. Dieser sogenannte Verlustabzug steht im Ausmaß von 75 % des Gesamtbetrags der Einkünfte zu. Wenn im laufenden Jahr keine Gewinne erwirtschaftet werden und der Verlustabzug nich geltend gemacht werden kann, ist eine Weiterverrechnung im nächsten Jahr möglich. Einkommensermittlung nach § 7 Abs. 2/3 KStG. Zu prüfen: Mantelkauf (§ 8 Abs. 4 Z 2 lit. c) oder Gruppenbeziehung (§ 9 Abs. 6 Z 4 – Vorgruppenverluste) schränken die Verrechenbarkeit ein.",§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988; § 9 Abs. 6 Z 4 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KStG 1988 §24 Abs1; KStG 1988 §24 Abs2; UmwG 1996 §1; KStG 1988 §1; KStG 1988 §4 Abs1.,0.0,0.0011956331202344387,0.06956521739130433,0.635023
CORP-TAX-024,Was ist der Gewinnermittlungszeitraum und kann davon abgewichen werden?,"Das Wirtschaftsjahr, das sich grundsätzlich mit dem Kalenderjahr deckt (§ 7 Abs. 4 KStG). Rechnungslegungspflichtige Körperschaften und buchführende Land- und Forstwirte dürfen ein abweichendes Wirtschaftsjahr führen (§ 7 Abs. 5 KStG).",§ 7 Abs. 4–5 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: DurchschnittssatzV Gewinnermittlung 2005/II/258; DurchschnittssatzV Gewinnermittlung 2005/II/258 §1; DurchschnittssatzV Gewinnermittlung 2001/II/054 §1; DurchschnittssatzV Gewinnermittlung 2001/II/054 §8; DurchschnittssatzV Gewinnermittlung 2001/II/054 §2.,0.0,0.0,0.0,0.596115
CORP-TAX-025,Wie werden Einlagen und Beiträge von Gesellschaftern bei der Einkommensermittlung behandelt?,"Sie bleiben außer Ansatz, soweit sie von Personen in ihrer Eigenschaft als Gesellschafter oder Mitglieder geleistet werden (§ 8 Abs. 1 KStG).",§ 8 Abs. 1 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG 1988 §24; EStG 1988 §24 Abs1; EStG 1988 §41; EStG 1988 §24 Abs2; EStG 1988.,0.0,0.0,0.0,0.625791
CORP-TAX-026,Unter welchen Voraussetzungen ist der Verlustabzug gemäß § 8 Abs. 4 Z 2 lit. b KStG nicht auf 75 % begrenzt?,"Die 75 %-Grenze gilt nicht, wenn im Gesamtbetrag der Einkünfte Gewinne aus Sanierungen (§ 23a),in der Veranlagungszeit anfallen, die von einem Insolvenzverfahren betroffen sind, Veräußerungsgewinne von Betrieben oder Teilbetrieben, Liquidationsgewinne (§ 19) oder Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG enthalten sind.",§ 8 Abs. 4 Z 2 lit. b KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: KStG 1988 §8 Abs3 Z1; KStG 1988 §8 Abs4 Z2; KStG 1988 §8 Abs4 Z3; KStG 1988 §8 Abs3; KStG 1988 §8 Abs2.,0.0,0.004851741967283514,0.04878048780487805,0.60626864
CORP-TAX-027,Welche Mindestbeteiligungsquote ist für die finanzielle Verbindung im Sinne des § 9 KStG erforderlich?,"Unmittelbar mehr als 50 % des Grund-, Stamm- oder Genossenschaftskapitals und der Stimmrechte (§ 9 Abs. 4 KStG).",§ 9 Abs. 4 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UmgrStG 1991 §9 Abs8; UmgrStG 1991 §9 Abs6; KStG 1988 §9; KStG 1988 §9 Abs2; KStG 1988 §9 Abs3.,0.0,0.0,0.08333333333333333,0.6208854
CORP-TAX-028,Wie lange muss die finanzielle Verbindung zu einem Gruppenmitglied bestehen?,Während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitgliedes (§ 9 Abs. 5 KStG).,§ 9 Abs. 5 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EWR-Abk Art34; InvFG 1993 §1; EWR-Abk Art31; InvFG 1993; InvFG 1993 §1 Abs1.,0.0,0.0,0.0,0.6392225
CORP-TAX-029,"Können Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, mit dem Gruppengewinn verrechnet werden?",Nein. Gemäß § 9 Abs. 6 Z 4a KStG sind solche Vorgruppenverluste des Gruppenträgers von der Verrechnung ausgeschlossen.,§ 9 Abs. 6 Z 4a KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UmgrStG 1991; UmgrStG 1991 Art4; UmgrStG 1991 §15; UmgrStG 1991 §12; UmgrStG 1991 Art1.,0.0,0.0,0.0,0.6123592
CORP-TAX-030,"Welche Konsequenz hat es, wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte?","Sie kann nur Gruppenträger sein, wenn sie in Österreich mit einer Zweigniederlassung im Firmenbuch eingetragen ist und die Beteiligung an den Gruppenmitgliedern der Zweigniederlassung zuzurechnen ist (§ 9 Abs. 3 KStG).",§ 9 Abs. 3 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EWR-Abk Art34; 31990L0435 Mutter/Tochter-RL Art2; EWR-Abk Art28; 32011L0096 Mutter/Tochter-RL Art2; 61989CC0355 DHSS / Barr and Montrose Holdings Schlussantrag.,0.0,0.006040534527420717,0.029850746268656712,0.54862005
CORP-TAX-031,Was sind Vorgruppenverluste und wie werden sie innerhalb der Gruppe behandelt?,Verluste eines Gruppenmitglieds aus Zeiträumen vor dem Gruppenbeitritt. Sie können nur gegen den eigenen Gewinn des jeweiligen Mitglieds verrechnet werden – nicht gegen den Gruppengewinn (§ 9 Abs. 6 Z 4 KStG).,§ 9 Abs. 6 Z 4 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: MeldeG 1991; EWR-Abk; PSG 1993; MRG; WFG Tir 1991.,0.0,0.0,0.0,0.5999771
CORP-TAX-032,"Welche Unterschiede bestehen bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung?","Inländisch (§ 9 Abs. 6 Z 1/2 KStG): Volles Ergebnis wird zugerechnet, ohne Betragsbegrenzung. Ausländisch (§ 9 Abs. 6 Z 6 KStG): Nur Verluste, nach österreichischem Recht, max. ausländischer Verlust, 75 %-Grenze auf österreichisches Gruppeneinkommen. Nachversteuerung nur bei ausländischen Mitgliedern bei Gewinn oder Ausscheiden (§ 9 Abs. 6 Z 7 KStG).","§ 9 Abs. 6 Z 1–2, Z 6–7 KStG 1988",h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: EStG-D 1934 §12; EStG 1988 §4 Abs3a Z3 lita; EStG 1988 §4 Abs2 lita Z3; UmgrStG 1991 §15; EStG 1988 §4 Abs12 Z3.,0.0,0.0033206769438528273,0.04444444444444445,0.638677
CORP-TAX-033,Gilt die Einjahresfrist bei internationalen Schachtelbeteiligungen auch für Anteile aus Kapitalerhöhungen?,"Nein. Die Frist gilt nicht für Anteile, die durch eine Kapitalerhöhung erworben wurden, soweit sich das Beteiligungsausmaß dadurch nicht erhöht hat (§ 10 Abs. 2 letzter Satz KStG).",§ 10 Abs. 2 KStG 1988,h12215660,,,,Nach sorgfältiger Prüfung Ihres Falles verweise ich auf die folgenden Paragraphen: UmgrStG 1991; UmgrStG 1991 §25; UmgrStG 1991 Art1; UmgrStG 1991 Art2; UmgrStG 1991 §23.,0.0,0.006719070846669795,0.03508771929824562,0.58775103
