id;answer
CORP-TAX-047;Eine Körperschaft kann ihre Verluste nur bis zur Höhe des Gewinns fortführen, wenn sie die gesetzlichen Voraussetzungen erfüllt (§ 10 Abs. 2 KStG). Eine Ausnahme gilt bei bestimmten Umgründungen (§ 13 UmgrStG).
CORP-TAX-048;Rückvergütungen an Mitglieder gelten als Einkommensverwendung, sofern die Voraussetzungen erfüllt sind (§ 10 Abs. 2 KStG).
CORP-TAX-049;Bei Ausscheiden kann die Gruppenzugehörigkeit bis zu zehn Jahren zurückdatiert werden, sofern die Voraussetzungen erfüllt sind (§ 9 Abs. 10 KStG).
CORP-TAX-050;Die Gruppenbesteuerung ermöglicht eine Zusammenfassung der Einkünfte der Gruppenmitglieder zur Ermittlung des Gruppenträgerschaftsbesteuersatzes (§ 9 Abs. 3 KStG).
CORP-TAX-051;Für eine solche Gruppe gelten die Voraussetzungen und Regelungen der §§ 7–12 KStG (§ 7 KStG).
CORP-TAX-052;Ja, eine Beteiligungsgemeinschaft kann als Gruppenträger fungieren, sofern die gesetzlichen Voraussetzungen erfüllt sind (§ 9 Abs. 4 KStG). Die Beteiligungen der Gruppenmitglieder müssen mindestens 50 % betragen (§ 9 Abs. 4 KStG).
CORP-TAX-053;Eine Mindestbeteiligungsquote oder Haltefrist besteht grundsätzlich nicht (§ 10 KStG).
CORP-TAX-054;Die Option zur Steuerwirksamkeit ermöglicht die Steuerpflicht bei bestimmten Umgründungen, obwohl die Voraussetzungen für steuerliche NeuFassung nicht erfüllt sind (§ 13 UmgrStG). Sie wird durch schriftliche Erklärung gegenüber der Behörde ausgeübt (§ 13 Abs. 2 UmgrStG).
CORP-TAX-055;Eine Sitzverlegung kann zu einer Umgründung im Sinne des UmgrStG führen und damit zu einer Neubewertung der stillen Reserven (§ 2 Abs. 1 UmgrStG).
CORP-TAX-056;Bei einem konzernfremden Verkäufer zählen die Zinsen als Sonderausgaben (§ 18 Abs. 1 Z 2 EStG). Bei einem konzerninternen Verkauf sind die Zinsen als Betriebsausgaben abzugsfähig (§ 18 Abs. 2 EStG).
CORP-TAX-057;Bei nur teilweiser Steuerpflicht ist der Abzug nur insoweit zulässig, als die Einkünfte dem steuerpflichtigen Bereich zugeordnet werden (§ 18 Abs. 3 KStG).
CORP-TAX-058;Bei einer Körperschaft gelten bestimmte Einkünfte als steuerfrei (§ 7 KStG).
CORP-TAX-059;Nein, Strafen sind nicht als Sonderausgaben abzugsfähig, da sie nicht mit der Beteiligung an der Körperschaft verbunden sind (§ 18 Abs. 1 Z 2 EStG).
CORP-TAX-060;Aufsichtsratsvergütungen zählen zu den Einnahmen aus sonstigen Quellen und sind steuerpflichtig (§ 22 Abs. 1 Z 5 EStG).
TAX-INTL-001;Nein, da keine tatsächliche Wohnsitzverlegung vorliegt, ist die Steuerpflicht nach den allgemeinen Regeln begrenzt (§ 7 Abs. 2 EStG).
TAX-INTL-002;Nein, da keine sonstigen steuerlichen Verbindungsfaktoren vorliegen, ist der Investor nur im Inland steuerpflichtig (§ 22 Abs. 2 EStG).
TAX-INTL-003;Ja, dies kann zu einer unbeschränkten Steuerpflicht führen, wenn die Beteiligung an der ausländischen Körperschaft langfristig ist (§ 22 KStG).
TAX-INTL-004;Nein, eine Zweitwohnung kann nur zur unbeschränkten Steuerpflicht führen, wenn die Beteiligung an der Liegenschaft regelmäßig und dauernd besteht (§ 2 Abs. 2 EStG).
TAX-INTL-005;Ja, sofern die tatsächlichen Lebensverhältnisse in Österreich fortbestehen, behält er einen inländischen Wohnsitz (§ 1 Abs. 2 EStG).
TAX-INTL-006;Nein, da keine tatsächliche Nutzung erfolgt, liegt kein Wohnsitz vor (§ 1 EStG).
TAX-INTL-007;Nein, ein Wohnsitz kann nur an einem bestimmten Ort begründet werden (§ 1 EStG).
TAX-INTL-008;Nein, da die Studentin nur gelegentlich in Österreich wohnt, behält sie einen ausländischen Wohnsitz (§ 1 Abs. 2 EStG).
TAX-INTL-009;Nein, da der Arbeitnehmer keine bleibende Verbindung zu Österreich aufbaut, liegt kein gewöhnlicher Aufenthalt vor (§ 3 Abs. 2 EStG).
TAX-INTL-010;Ja, wenn die Nähe des Wohnorts zum Arbeitsort und die regelmäßige Übernachtung am Arbeitsort die tatsächliche Betriebsabwicklung ermöglichen, kann ein gewöhnlicher Aufenthalt begründet sein (§ 8 Abs. 1 EStG).
TAX-INTL-011;Nein, sofern die Beteiligung am Wirtschaftsleben fortbesteht, liegt ein fortbestehender steuerlicher Wohnsitz vor (§ 1 Abs. 2 EStG).
TAX-INTL-012;Nein, das Zuzugsjahr wird im Wege der Einbeziehung in den Steuerpflichtsraum des Empfängerstaates behandelt (§ 22 Abs. 3 EStG).
TAX-INTL-013;Nein, der steuerliche Zusammenhang liegt beim Zeitpunkt der Leistungserbringung (§ 6 Abs. 2 EStG).
TAX-INTL-014;Nein, da die Einkünfte vor dem Zuzug entstanden sind, sind sie grundsätzlich nicht steuerpflichtig (§ 22 Abs. 1 EStG).
TAX-INTL-015;Ja, eine Änderung des steuerlichen Ansass kann unter bestimmten Voraussetzungen zu einer NeuFestsetzung der Steuer führen (§ 22 Abs. 2 EStG).
TAX-INTL-016;Ja, wenn die Voraussetzungen erfüllt sind, kann unbeschränkte Steuerpflicht zustehen (§ 1 Abs. 2 EStG).
TAX-INTL-017;Ja, wenn die Tätigkeit mindestens drei Monate dauert, liegt ein gewöhnlicher Aufenthalt vor (§ 6 Abs. 2 Z 1 AufenthaltsRL).
TAX-INTL-018;Die unbeschränkte Steuerpflicht kann auch bei Überschreitung der sechsmonatigen Frist eintreten (§ 22 Abs. 2 EStG).
TAX-INTL-019;Ja, da er tatsächlich in Österreich ansässig wird, ist er ab Beginn des Anwesenheitszeitraums unbeschränkt steuerpflichtig (§ 1 Abs. 2 EStG).
TAX-INTL-020;Ja, die Steuerpflicht endet, wenn die Voraussetzungen für die Befreiung erfüllt sind (§ 12 Abs. 3 EStG).
TAX-INTL-021;Ja, er kann auf Antrag als unbeschränkt Steuerpflichtiger behandelt werden, sofern die Voraussetzungen erfüllt sind (§ 18 Abs. 2 EStG).
TAX-INTL-022;Ja, da die Voraussetzungen des § 1 Abs. 4 EStG 1988 erfüllt sind, ist sie zur Steuerpflicht verpflichtet (§ 1 Abs. 4 EStG 1988).
TAX-INTL-023;Nein, die Zugehörigkeit zu einem Staat kann keine unzulässige Begünstigung sein, sofern die Voraussetzungen erfüllt sind (§ 1 Abs. 4 EStG 1988).
TAX-INTL-024;Die Höhe der Einkünfte muss mit ausreichender Punktgenauigkeit angegeben werden (§ 115 BAO).
TAX-INTL-025;Nein, die Steuerpflicht beschränkt sich grundsätzlich auf das Einkommen aus im Inland gelegenen Stammvermögen (§ 22 Abs. 2 EStG).
TAX-INTL-026;Ja, wenn die Voraussetzungen erfüllt sind, können beschränkt Steuerpflichtige bestimmte Steuerabsetzbeträge in Anspruch nehmen (§ 33 Abs. 4 Z 1 EStG).
TAX-INTL-027;Nein, Sonderausgaben sind grundsätzlich abzugsfähig, wenn sie im In- oder Ausland entstehen (§ 18 Abs. 1 Z 1 EStG).
TAX-INTL-028;Nein, das Einkommen wird ohne Zuschlag bestimmt (§ 7 Abs. 2 KStG).
TAX-INTL-029;Nein, die Begünstigungen gelten nur für unbeschränkt Steuerpflichtige (§ 34 Abs. 1 EStG 1988 und § 35 Abs. 1 EStG 1988).
TAX-INTL-030;Ja, dies kann zu einer Veranlagung führen, da die Voraussetzungen des § 102 EStG 1988 erfüllt sind (§ 102 Abs. 1 EStG 1988).
TAX-INTL-031;Ja, bei Vorliegen der gesetzlichen Voraussetzungen ist eine Veranlagung zulässig (§ 26 Abs. 3 EStG).
TAX-INTL-032;Ja, das ist möglich, wenn das zuständige Finanzamt die Steuer nach freiem Ermessen festsetzt (§ 22 Abs. 3 EStG 1988).
TAX-INTL-033;Nein, für beschränkt Steuerpflichtige gelten abweichende Regeln, insbesondere für den Alleinverdienerabsetzbetrag (§ 33 Abs. 4 Z 1 EStG).
TAX-INTL-034;Ja, der Arbeitgeber kann unter bestimmten Voraussetzungen Vorsteuer abziehen, wenn die Leistung unmittelbar im Zusammenhang mit der unternehmerischen Tätigkeit steht (§ 12 Abs. 2 UStG).
TAX-INTL-035;Nein, die Steuerpflicht entfällt grundsätzlich mit Ablauf des Jahres der Verlust des Wohnsitzes (§ 22 Abs. 3 EStG).
TAX-INTL-036;Bei grenzüberschreitenden Leistungen ist die Anwendung eines DBA unter bestimmten Voraussetzungen zulässig (§ 6 Abs. 1 Z 1 DStG).
TAX-INTL-037;Ja, ein DBA kann dazu beitragen, eine mehrfache Besteuerung zu vermeiden, da die Einkünfte im Inland steuerpflichtig sind (§ 10 Abs. 1 EStG).
TAX-INTL-038;Die Befreiungsmethode setzt eine ausreichende Verbindung des Einkommens mit dem Stammhaus voraus und führt zu einer vollständigen Steuerbefreiung (§ 10 Abs. 3 KStG).
TAX-INTL-039;Bei Anwendung der Anrechnungsmethode werden bestimmte Steuerbeträge aus dem Ausland anerkannt (§ 18 Abs. 2 EStG).
TAX-INTL-040;Nein, bei Vorliegen bestimmter Voraussetzungen kann die Steuer nach dem Steuerabkommen ermittelt werden (§ 18 Abs. 3 EStG).
TAX-INTL-041;Nein, die Einkünfte sind nach den Vorschriften des ausländischen Steuerrechts zu ermitteln, soweit dies günstiger ist (§ 18 Abs. 3 EStG).
TAX-INTL-042;Nein, ein unbeschränkt Steuerpflichtiger ist nur zur Abgabepflicht für Einkünfte heranzuziehen, die im Inland entstehen (§ 1 Abs. 2 EStG).
TAX-INTL-043;Ein DBA kann eine nach innerstaatlichem Recht bestehende Steuerpflicht einschränken, sofern dies mit dem Abkommen vereinbart ist (§ 1 Abs. 2 DBA).
TAX-INTL-044;Ja, bei DBA-Fällen kann die wirtschaftliche Zuordnung maßgeblich sein, sofern dies zur Einkünftezuerziehung erforderlich ist (§ 12 Abs. 3 KStG).
TAX-INTL-045;Nein, ein Steuerpflichtiger kann nur ein Steuerpflichtsgebiet haben (§ 1 Abs. 2 EStG).
TAX-INTL-046;Nein, Einkünfte, die nach § 98 EStG 1988 nicht steuerpflichtig sind, sind von der Steuer befreit (§ 22 Abs. 1 EStG 1988).
TAX-INTL-047;Nein, die Befreiung kann nur für bestimmte Einkunftsarten in Anspruch genommen werden (§ 6 Abs. 2 EStG).
TAX-INTL-048;Nein, die ausländische Steuer kann nur bis zur Höhe der österreichischen Steuer abgezogen werden (§ 18 Abs. 3 EStG).
TAX-INTL-049;Nein, dies ist nicht zwingend, da die Steuerpflicht auch an der tatsächlichen Leistungsortverbindung gebunden sein kann (§ 3 Abs. 2a KStG).
TAX-INTL-050;Nein, eine solche Begründung ist unzureichend, da das innerstaatliche Recht Voraussetzung für die Steuerpflicht ist (§ 1 Abs. 1 EStG).
TAX-INTL-051;Ja, die Leistungen unterliegen der Steuerpflicht nach den allgemeinen Vorschriften, da keine ausländische Betriebsstätte besteht (§ 3 Abs. 2 Z 1 EStG).
TAX-INTL-052;Ja, wenn die Leistung unmittelbar zur Erfüllung eines bestimmten wirtschaftlichen Zwecks im Inland erbracht wird, kann die Tätigkeit als verwertet gelten (§ 3 Abs. 2 UStG).
TAX-INTL-053;Nein, eine Betriebsstätte kann auch im Ausland liegen, sofern die Voraussetzungen erfüllt sind (§ 3 Abs. 2 EStG).
TAX-INTL-054;Ja, da eine Betriebsstätte besteht, unterliegen die Einkünfte der beschränkten Steuerpflicht (§ 3 Abs. 2 Z 1 EStG).
TAX-INTL-055;Ja, das ist möglich, wenn der Vertreter zur Verbindung mit dem Unternehmen bestimmt ist (§ 3 Abs. 2 EStG).
TAX-INTL-056;Ja, da der steuerliche Sachgesamtsverband im Inland liegt, liegt eine Steuerpflicht vor (§ 3 Abs. 2 UmgrStG).
TAX-INTL-057;Nein, da keine betriebliche Verbindung besteht, sind die Einkünfte grundsätzlich steuerfrei (§ 3 Abs. 1 Z 1 EStG).
TAX-INTL-058;Ja, da eine sonstige Leistung erbracht wird, entsteht beschränkte Steuerpflicht (§ 3 Abs. 2 Z 1 UStG).
TAX-INTL-059;Nein, da keine Betriebsstätte besteht, unterliegen die Einkünfte nur begrenzt der Körperschaftsteuerpflicht (§ 6 Abs. 2 Z 1 KStG).
TAX-INTL-060;Ja, wenn die Arbeit im Zusammenhang mit dem Betrieb eines Unternehmens steht und die Voraussetzungen erfüllt sind, können die Einkünfte in Österreich steuerpflichtig sein (§ 3 Abs. 2 EStG).
TAX-INTL-061;Ja, Einkünfte aus sonstiger selbständiger Arbeit können dem § 98 EStG 1988 unterliegen (§ 2 Abs. 2 EStG 1988).
TAX-INTL-062;Nein, da keine betriebliche Tätigkeit vorliegt, ist die Einkünfteversteuerung ausgeschlossen (§ 22 Abs. 2 EStG).
TAX-INTL-063;Nein, da der Steuerpflichtsgrund nicht gegeben ist, ist der Veräußerungsgewinn steuerfrei (§ 6 Abs. 1 Z 1 EStG).
TAX-INTL-064;Ja, die Einkünfte sind gemäß Artikel 7 Abs. 1 OECD-Modellvertrag in Österreich steuerpflichtig, da die Einkünfte im Ausland erzielt werden (§ 22 Abs. 2 EStG).
TAX-INTL-065;Ja, da die Rechte im Inland verwirklicht werden, kann der Steuerpflicht unter bestimmten Voraussetzungen zugestimmt werden (§ 98 Abs. 1 Z 6 EStG 1988).
TAX-INTL-066;Ja, wenn die Voraussetzungen erfüllt sind, können österreichische Einkünfte in Österreich beschränkt steuerpflichtig sein (§ 22 Abs. 2 EStG).
TAX-INTL-067;Voraussetzung ist, dass die Schuld aus einem inländischen Rechtsverhältnis herrührt (§ 98 Abs. 1 Z 5 lit. b EStG).
TAX-INTL-068;Nein, da die Kapitalerträge Einkünfte im Sinne des § 2 EStG darstellen, unterliegen sie grundsätzlich der allgemeinen Einkommensteuerpflicht (§ 22 EStG).
TAX-INTL-069;Ja, da eine steuerliche Verbindung besteht, ist die Pension steuerpflichtig (§ 22 Abs. 2 EStG).
TAX-INTL-070;Ja, das ist möglich, wenn bestimmte Voraussetzungen erfüllt sind (§ 22 Abs. 2 EStG).
TAX-INTL-071;Ein Arbeitnehmer ist beschränkt steuerpflichtig, wenn seine Einnahmen aus einer sonstigen betrieblichen Tätigkeit mindestens 80 % seiner Gesamteinnahmen ausmachen (§ 7 Abs. 2 EStG).
TAX-INTL-072;Ja, das ist möglich, sofern die Voraussetzungen erfüllt sind (§ 33 Abs. 4 Z 1 EStG).
TAX-INTL-073;Ja, da der Vortragende eine unternehmerische Tätigkeit ausübt, ist der 20%-Satz anzuwenden (§ 22 Abs. 2 EStG).
TAX-INTL-074;Nein, das ist nur bei unbeschränkter Steuerpflicht zulässig (§ 18 Abs. 3 EStG).
TAX-INTL-075;Nein, der Verlustabzug gilt grundsätzlich auch für Verluste aus bestimmten ausländischen Quellen (§ 10 Abs. 3 EStG).
TAX-INTL-076;Nein, die Progressionsermäßigung kann auch bei beschränkter Steuerpflicht in Anspruch genommen werden (§ 10 Abs. 3 KStG).
TAX-INTL-077;Ja, unter bestimmten Voraussetzungen kann ein aus dem Ausland zuziehender Spitzenforscher eine Zuzugsbegünstigung in Anspruch nehmen (§ 10 Abs. 2 Z 1 EStG).
TAX-INTL-078;Ja, wenn die Voraussetzungen erfüllt sind, kann ein nach Österreich zuziehender Wissenschaftler einen befristeten Zuzugsfreibetrag in Anspruch nehmen (§ 10 Abs. 2 Z 1 EStG).
TAX-INTL-079;Nein, die Verlagerung des Mittelpunktes der Lebensinteressen kann ausreichen (§ 2 Abs. 1 Z 1 EStR).
TAX-INTL-080;Nein, die Voraussetzungen für die Begünstigung sind nicht erfüllt, da die Mindestfrist nicht erfüllt ist (§ 18 Abs. 1 Z 1 EStG).
ESTG-NEW-001;Die Steuerpflicht entsteht mit Ablauf des Jahres der Zuwendung (§ 22 Abs. 1 EStG). Die Einkünfte ergeben sich aus dem Wert der Staking-Rewards bei Gutschrift und der tatsächlichen Veräußerung (§ 22 Abs. 2 EStG).
ESTG-NEW-002;Nein, da keine finanzielle Gegenleistung erfolgt, liegt keine steuerpflichtige Schöpfung vor (§ 2 Abs. 1 UmgrStG). Der Veräußerungsgewinn ergibt sich aus dem Verkaufspreis abgezogen von den Anschaffungskosten (§ 22 Abs. 1 Z 1 UmgrStG).
ESTG-NEW-003;Der steuerliche Zufluss der BTC-X erfolgt mit dem Fork, da die Wertsteigerung aufgrund gesetzlicher Vorgaben zusteht (§ 6 Abs. 2 UmgrStG). Die Anschaffungskosten betragen den Wert der BTC-X zum Zeitpunkt des Zuflusses (§ 6 Abs. 1 UmgrStG).
ESTG-NEW-004;Bei der Einzahlung liegt ein steuerbarer Tausch gegen Geld vor, da die LP-Token gegen Zahlung von 50 ETH ausgegeben werden (§ 2 Abs. 1 UStG).
ESTG-NEW-005;Das Bridging von BTC zu WBTC ist ein rein technischer Transfer und steuerneutral, da keine Wertveränderung vorliegt (§ 6 Abs. 1 Z 1 UStG).
ESTG-NEW-006;Der Airdrop ist steuerfrei, da keine Gegenleistung besteht und keine sonstige Leistung erbracht wird (§ 3 Abs. 2 UStG). Der Veräußerungsgewinn ergibt sich aus dem Verkaufspreis abzüglich des Wertes bei der Zuerklärung (§ 6 Abs. 1 Z 1 UStG).
ESTG-NEW-007;Ja, da die Staking-Plattform eine Kapitalforderung darstellt und die Erträge als Zinsen bezeichnet werden, handelt es sich um Zinsen aus Kapitalforderungen im Sinne des § 27 Abs. 2 Z 2 EStG (§ 18 Abs. 2 EStG). Die DeFi-Transaktionskosten sind als Werbungskosten abzugsfähig, da sie mit der Einnahmeverwirkung verbunden sind (§ 18 Abs. 1 Z 2 EStG).
ESTG-NEW-008;Die Staking-Rewards sind im Verhältnis der Anschaffungskosten der ETH zuzuordnen (§ 10 Abs. 3 EStG). Da keine schriftliche Vereinbarung besteht, wird die Zuordnung nach den tatsächlichen Verhältnissen erfolgen (§ 10 Abs. 4 EStG). Die Anschaffungskosten der veräußerten 30 ETH bestimmen sich nach den tatsächlichen Verhältnissen und dem Wert bei der Veräußerung (§ 10 Abs. 3 EStG).
ESTG-NEW-009;Die Stockdividende ist in Österreich steuerfrei, da sie keine Einnahme im Sinne des § 22 EStG darstellt (§ 22 Abs. 2 EStG).
ESTG-NEW-010;Nein, das Unstaking ist keine steuerpflichtige Voraussetzung, da keine sonstige Leistung vorliegt (§ 2 Abs. 1 UStG).
ESTG-NEW-011;Der Verlust aus dem Verkauf von Kryptowährungen kann gegen andere Einkünfte verrechnet werden, sofern die Voraussetzungen erfüllt sind (§ 10 Abs. 3 EStG).
ESTG-NEW-012;Nein, da Herr Pfeiber die BTC nicht zur Zahlung einsetzt, liegt kein steuerbarer Vorgang vor (§ 1 UStG).
ESTG-NEW-013;Nein, da keine Änderung der wirtschaftlichen Funktion und der Rechte gegenüber Dritten vorliegt, handelt es sich nicht um einen steuerpflichtigen Tausch (§ 2 Abs. 1 UStG).
ESTG-NEW-014;Die Einkünfte aus dem Rebase und dem Verkauf sind als sonstige Einkünfte zu qualifizieren (§ 22 Abs. 4 EStG).
ESTG-NEW-015;Nein, die Tauschung von Stablecoins kann steuerbar sein, da ein Wertzuwachs im Sinne des § 7 EStG vorliegen kann (§ 2 UStG).
