id;answer
CORP-TAX-013;Die Gesetze § 10 KStG und § 12 Abs. 1 Z 10 KStG können gleichzeitig auf denselben Konzern anwendbar sein, weil sie sich auf verschiedene Aspekte der Beteiligungsbefreiung und Abzugsverbot für Lizenzgebühren beziehen.
CORP-TAX-014;Die Textinformationen lassen keine Informationen über die Voraussetzungen für eine internationale Schachtelbeteiligung aufbereitet.
CORP-TAX-015;Die Textinformationen lassen keine Informationen über die Behandlung von Veräußerungsgewinnen aus internationalen Schachtelbeteiligungen aufkommen.
CORP-TAX-016;Das Text zeigt, dass Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung als Betriebsausgabe nicht abzugsfähig sind.
CORP-TAX-017;Der Unterschied zwischen § 11 KStG und § 12 KStG liegt in der Behandlung von Sonderausgaben als Betriebsausgaben. § 11 KStG erlaubt den Betriebsausgabenabzug von betrieblichen Spenden, während § 12 KStG diese nicht erlaubt.
CORP-TAX-018;Ja, freiwillige Spenden sind in der Regel zu gemeinnützigen Zwecken abzugsfähig.
CORP-TAX-019;"(a) EU-Geldbuße sind nicht abzugsfähig.
(b) Spende an begünstigten Empfänger sind teilweise abzugsfähig.
(c) Aufsichtsratsvergütung ist teilweise abzugsfähig.
(d) Lizenzgebühren an konzernzugehörigen Gesellschaften sind nicht abzugsfähig."
CORP-TAX-020;Der Text gibt keine Informationen über Lizenzgebühren an eine konzernzugehörige Gesellschaft, daher kann die Frage nicht beantwortet werden.
CORP-TAX-021;Die Gewinn bei rechnungslegungspflichtigen Körperschaften ist mit dem Einkommen der Körperschaft zu ermitteln.
CORP-TAX-022;"Die Prüfung der §§ 7–12 KStG bei der Erwerbung einer anderen GmbH durch eine GmbH mit 60 % Beteiligung erfordert eine Analyse der folgenden Aspekte:

- Die rechtlichen Abhängigkeiten zwischen den beiden Unternehmen
- Die Höhe der von der anderen GmbH erwirbten Gewinne
- Die Auswirkungen der Erwerbung auf die Konzernausgleich und die Gewinnverteilung
- Die rechtlichen Rahmenbedingungen der Gruppe"
CORP-TAX-023;"- Die Besteuerung des geldwerten Vorteils aus der Abgabe von Unternehmensanteilen erfolgt erst bei der tatsächlichen Veräußerung der Anteile.
- Abfertigungen besteuern, wenn die Arbeitnehmer/innen, deren Dienstverhältnis vor 2003 begonnen hat, nicht in das ""neue"" System gewechselt haben oder Ansprüche zu einem bestimmten Zeitpunkt eingefroren wurden."
CORP-TAX-024;Der Gewinnermittlungszeitraum ist nicht genannt. Daher kann der Gewinner nicht abgewichen werden.
CORP-TAX-025;Die Textinformationen sind nicht ausreichend, um die Frage zu beantworten. Daher kann die Antwort nicht gegeben werden.
CORP-TAX-026;Der Verlustabzug gemäß § 8 Abs. 4 Z 2 KStG ist nicht auf 75 % begrenzt, wenn die Höhe des Verlustes nicht über die Höhe des Pendlereuros liegt.
CORP-TAX-027;Die Frage ist nicht aussagekräftig, da die Texten keine Informationen über die Mindestsbeteiligungsquote im Sinne des § 9 KStG liefern.
CORP-TAX-028;Die textliche Beschreibung zeigt, dass die Verbindung zwischen einem Gruppenmitglied und einem Ehepartner/Ehepartner bis zu 6 Monate im Kalenderjahr bestehen kann.
CORP-TAX-029;Die Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, können mit dem Gruppengewinn verrechnet werden, wenn die Verluste als Teil des Unternehmensweises anzusehen sind.
CORP-TAX-030;Es gibt keine gesetzliche Einschränkung, die eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig macht.
CORP-TAX-031;Die Textart gibt keine Informationen zu Vorgruppenverluste, daher kann die Frage nicht beantwortet werden.
CORP-TAX-032;Der TEXT beschreibt keine Unterschiede bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung.
CORP-TAX-033;Die Textinformationen lassen keine klare Antwort auf die Frage liefern, ob die Einjahresfrist bei internationalen Schachtelbeteiligungen auch für Anteile aus Kapitalerhöhungen gilt. Daher kann die Frage nicht beantwortet werden.
CORP-TAX-034;"Es gibt keine spezifischen Normen, die für eine internationale Schachtelbeteiligung gelten. Die Besteuerung erfolgt nach dem ""alten"" System."
CORP-TAX-035;Die Textinformationen lassen keine ausreichende Grundlage für die Beurteilung des Anspruchs auf die internationale Schachtelbegünstigung liefern. Daher ist eine Entscheidung über die Steuerbefreiung nicht möglich.
CORP-TAX-036;Die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung hat keine Auswirkungen auf die Besteuerung.
CORP-TAX-037;Die Textpassage zeigt, dass Gewinnanteile aus ausländischen Schachtelbeteiligungen in der Regel steuerpflichtig sind, wenn sie im Ausland steuermindernd abgezogen werden können.
CORP-TAX-038;"Nach § 11 KStG gelten folgende körperschaftsspezifischen Aufwendungen als Betriebsausgaben:
- Nachkauf von Versicherungszeiten
- Nachkauf von Versicherungszeiten (Einmalzahlung vor 2017) und/oder Pensionspflichtbeiträge bei Liebhaberei"
CORP-TAX-039;Das Text gibt keine Informationen über Steuerbezüge, die nach § 12 KStG nicht als Betriebsausgaben abzugsfähig sind, daher kann die Frage nicht beantwortet werden.
CORP-TAX-040;Die Zinsen für konzerninterne Beteiligungsfinanzierungen sind nicht abzugsfähig, wenn sie den Betrag von 50 Euro nicht erreichen.
CORP-TAX-041;Der Gewinn eines abweichenden Wirtschaftsjahres wird in der Regel bei der Veranlagung neu berechnet.
CORP-TAX-042;Die Frage ist nicht aussagekräftig, da die Text nicht Informationen über das österreichische Steuerrecht enthält.
CORP-TAX-043;Die Normen der §§ 7–12 KStG sind für die Überleitung vom Handelsbilanzgewinn zum steuerpflichtigen Einkommen einer rechnungslegungspflichtigen GmbH relevant.
CORP-TAX-044;Die Art der Einkommensverwendung hat keinen Einfluss auf die Einkommensermittlung.
CORP-TAX-045;Das österreichische Steuerrecht erlaubt es der Körperschaft, ihre Verlustvorträge mit dem Jahresgewinn zu verrechnen, wenn die Verlustvorträge nicht mit dem Jahresgewinn zusammenfallen.
CORP-TAX-046;"**Gemeinsamkeiten:**

- Begrenzung der Leistung: Beide Rechtsbegriffe beschränken die Leistung auf die tatsächlich geleistete oder zu erhellte Arbeitsleistung.
- Besteuerung: Die Besteuerung erfolgt auf den erhellten Arbeitsleistungen.

**Unterschiede:**

- **Ziel:** Der Mantelkauf dient der Besteuerung von Arbeitsleistungen, während der Verlust von Verlustvorträgen die Besteuerung von Verlusten aus der Gruppe umfasst.
- **Rechtsfolge:** Der Mantelkauf führt zu einer Besteuerung, während der Verlust von Verlustvorträgen zu einer Reduzierung der Besteuerungslast für die Gruppe führt."
CORP-TAX-047;Die Textzeile zeigen, dass eine Körperschaft nach einem Mantelkauf ihre Verluste grundsätzlich nicht mehr nutzen können, wenn die Voraussetzungen für die Auszahlung von pauschalen Reiseaufwandsentschädigungen für Sportler /innen nicht vorlagen oder ein zu hoher Betrag unversteuert geblieben ist.
CORP-TAX-048;Die Textinformationen geben keine Informationen zu den Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften als Einkommensverwendung an.
CORP-TAX-049;Laut dem TEXT ist der Steuerabzug für die ausländischen Gruppenmitglieder erst nach der tatsächlichen Veräußerung der Anteile erfolgt.
CORP-TAX-050;Die Unternehmensgruppe hat im Vergleich zur isolierten Besteuerung einen steuerlichen Vorteil durch die Möglichkeit der Abfertigung von Abfertigungen.
CORP-TAX-051;"Die Bestimmungen der §§ 7–12 KStG gelten für eine Unternehmensgruppe mit inländischem Gruppenträger, profitabler Inlandstochter, Verlusttochter im Inland und Verlusttochter in der EU alsfollows:
- Die Gruppe ist verpflichtet, die Einkünfte jedes Mitgliedes der Gruppe zu erfassen und zu kontrollieren.
- Die Gruppe ist verpflichtet, die Einkünfte jedes Mitgliedes der Gruppe zu versteuern.
- Die Gruppe ist verpflichtet, die Einkünfte jedes Mitgliedes der Gruppe zu melden."
CORP-TAX-052;Die Textinformationen lassen keine Informationen über die Funktion einer Beteiligungsgemeinschaft als Gruppenträger oder die Anforderungen an die einzelnen Mitbeteiligten aufzeigen.
CORP-TAX-053;Der Text gibt keine Informationen über eine Mindesteinsatzquote oder Haltefrist für Steuerfreiheit inländischer Beteiligungserträge.
CORP-TAX-054;Die 'Option zur Steuerwirksamkeit' ist ein Recht, das den Steuerpflichtigen ermöglicht, sich bei der Einkommensteuer beraten zu lassen. Sie wird von der Finanzagentur ausgeübt.
CORP-TAX-055;Die internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland hat keine Auswirkungen auf die bisherigen stillen Reserven aus. Das Steuerrecht bleibt in diesem Fall unverändert.
CORP-TAX-056;"(a) Wenn der Verkäufer konzernfremd ist, erfahren Zinsen für die Fremdfinanzierung einer Beteiligung steuerfrei.
(b) Wenn der Verkäufer die Muttergesellschaft ist, werden Zinsen für die Fremdfinanzierung einer Beteiligung steuerpflichtig."
CORP-TAX-057;Die Einschränkung für den Betriebsausgabenabzug bei nur teilweise steuerpflichtigen Körperschaften ist nicht näher beschrieben in der Text.
CORP-TAX-058;Laut dem TEXT gilt für die Betriebsausgabenabzug bei einer Körperschaft, die nur teilweise steuerpflichtig ist, eine Einschränkung, die es dem Steuerbemessungsgrundlage erlaubt, den Betrag von 10.888 Euro hinzuzufügen, wenn die Voraussetzungen für die Besteuerung des geldwerten Vorteils aus der Abgabe von Unternehmensanteilen an die Mitarbeiter/innen erfüllt sind.
CORP-TAX-059;Die Textinformationen lassen keine Informationen über die steuerliche Abzugsfähigkeit von Strafen aus Gerichten oder Verwaltungsbehörden ab. Daher kann die Frage nicht beantwortet werden.
CORP-TAX-060;Die Textinformationen geben keine Informationen zu Aufsichtsratsvergütungen, daher kann die Frage nicht beantwortet werden.
TAX-INTL-001;Nein, die Wiener Wohnung ist in diesem Fall nicht steuerpflichtig, weil sie nicht als Wohnsitz in Österreich genutzt wird.
TAX-INTL-002;Ja, der Investor ist in Österreich beschränkt steuerpflichtig. Da er keinen Wohnsitz oder gewöhnlichen Aufenthalt in Österreich hat, ist er nur beschränkt steuerpflichtig.
TAX-INTL-003;Nein, da der Consultant keine feste Wohnung in Österreich hat, ist keine unbeschränkte Steuerpflicht entstanden.
TAX-INTL-004;Die Managerin ist mit der Steuerpflicht in der Schweiz nicht belegt, da sie nicht im Inland lebt. Daher ist keine Steuer zu zahlen.
TAX-INTL-005;Ja, der in den USA tätige Österreicher hat grundsätzlich einen inländischen Wohnsitz. Das ist weil die Wohnung jederzeit für den Wohnbedarf verwendet werden kann.
TAX-INTL-006;Die leerstehende Wohnung ist kein Wohnsitz, da sie nicht für den Eigenbewohner nutzbar ist.
TAX-INTL-007;"Der Text zeigt keine Informationen zum Thema ""Inländische Wohnsitz"" und daher kann die Frage nicht beantwortet werden."
TAX-INTL-008;Ja, die Studentin ist grundsätzlich in der Lage, einen Wohnsitz in Österreich zu behalten, auch wenn sie im Studentenheim lebt. Das ist jedoch nur möglich, wenn sie im Elternhaus in Graz ein Zimmer nutzen kann.
TAX-INTL-009;Der Arbeitnehmer kann durch seine Tätigkeit in Österreich einen gewöhnlichen Aufenthalt in Österreich erklären, da dies keine Dauerüberschreitung des zeitlichen Limits der Beschäftigung darstellt.
TAX-INTL-010;Der Arbeitnehmer ist in diesem Fall steuerpflichtig in Österreich, da er für seine Einkünfte Österreich das Besteuerungsrecht zukommt.
TAX-INTL-011;Nein, unterbrechen kurzfristigen Auslandsaufenthalte den gewöhnlichen Aufenthalt nicht automatisch. Die unbeschränkte Steuerpflicht bedeutet, dass alle in und ausländischen Einkünfte in Österreich steuerlich erfasst werden.
TAX-INTL-012;Ja, für das Zuzugsjahr sind für die Person zwei Steuerabschnitte zu unterscheiden. Die erste Steuerabzug erfolgt nach dem Doppelbesteuerungsabkommen zwischen Österreich und dem jeweiligen Quellenstaat, während die zweite Steuerabzug nach dem Progressionsvorbehalt erfolgt.
TAX-INTL-013;Der spätere Zufluss des Bonus ist für die österreichische Erfassung relevant, da der Bonus als Steuerabsetzbetrag berücksichtigt wird.
TAX-INTL-014;Die Einkünfte sind in diesem Fall in Österreich zu erfassen, da sie vor dem Zuzug nach Österreich ausländischen Einkünfte waren.
TAX-INTL-015;Die Aufgabe des inländischen Wohnsitzes kann nicht ausgelöst werden, weil es sich um ein Doppelbesteuerungsabkommen handelt, das die Steuerzahlung verhindert.
TAX-INTL-016;Nein, die Person ist aufgrund der Dauer ihrer beruflichen Aufbewahrung in Österreich unbeschränkt steuerpflichtig. Das 70-Tage-Limit ist nur für die Dauer der Arbeitserlaubnis oder des Arbeitsvertrags.
TAX-INTL-017;Ja, der ausländische Saisonarbeiter hat nach den Richtlinien grundsätzlich einen gewöhnlichen Aufenthalt in Österreich. Dies liegt daran, dass der Arbeitsvertrag eine Dauer von mindestens sechs Monate oder einen zumindest sechsmonatigen Arbeitsvertrag umfasst.
TAX-INTL-018;Ja, die unbeschränkte Steuerpflicht tritt in diesem Fall ein, da der ausländische Saisonarbeiter aufgrund mehrerer aufeinanderfolgender Einsätze insgesamt länger als sechs Monate in Österreich ist.
TAX-INTL-019;Ja, der Kanadaer ist ab Beginn seiner Anwesenheit in Österreich als unbeschränkt steuerpflichtig. Das ist aufgrund des § 410 KStG.
TAX-INTL-020;Nein, die beschränkte Steuerpflicht endet nicht, weil der Berater in diesem Fall keine Wohnsitz oder gewöhnlichen Aufenthalt in Österreich hat.
TAX-INTL-021;Ja, der Staatsangehöriger kann auf Antrag wie ein unbeschränkt Steuerpflichtiger behandelt werden, weil er im Jahr 2025 keine Wohnsitz oder gewöhnlichen Aufenthalt in Österreich hatte, aber in Österreich versteuerte Einkünfte bezogen hatte.
TAX-INTL-022;Ja, die EU-Bürgerin kann den Antrag nach § 1 Abs. 4 EStG 1988 stellen, da ihre ausländischen Einkünfte insgesamt nicht mehr als 13.308 Euro betragen.
TAX-INTL-023;Nein, aufgrund seiner Staatsangehörigkeit ist der Drittstaatsangehöriger nicht ausgeschlossen, die Behandlung als unbeschränkt Steuerpflichtiger nach § 1 Abs. 4 EStG 1988 beantragen zu können.
TAX-INTL-024;Die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 muss nicht unbedingt nachgewiesen werden.
TAX-INTL-025;Nein, die beschränkte österreichische Steuerpflicht eines in Polen ansässigen Steuerpflichtigen beschränkt sich auf seine ausländischen Einkünfte.
TAX-INTL-026;Ja, ein beschränkt Steuerpflichtiger kann den Familienbonus Plus oder den Alleinverdienerabsetzbetrag beanspruchen.
TAX-INTL-027;Das Text zeigt keine Informationen über den Zusammenhang von Sonderausgaben mit einem Inlandsbezug auf, daher kann die Frage nicht beantwortet werden.
TAX-INTL-028;Das Text zeigt keine Informationen über einen gesetzlichen Zuschlag zum Einkommen für beschränkt Steuerpflichtige auf, daher kann die Frage nicht beantwortet werden.
TAX-INTL-029;Die außergewöhnlichen Belastungen nach § 34 EStG 1988 und § 35 EStG 1988 sind in der Regel nicht anwendbar, wenn die beschränkte Steuerpflicht besteht.
TAX-INTL-030;Ja, das führt zu einer Veranlagung nach § 102 EStG 1988. Da der Arbeitnehmer neben seinem österreichischen Arbeitslohn weitere veranlagungspflichtige österreichische Einkünfte von mehr als 730 Euro bezieht, liegt ein Veranlagung nach § 102 EStG 1988 vor.
TAX-INTL-031;Ja, eine Veranlagung ist vorgesehen, da der Arbeitnehmer zeitweise sowohl von mehreren Arbeitgebern lohnsteuerpflichtig ist als auch von der Steuerbemessung verpflichtet ist.
TAX-INTL-032;Ja, ein beschränkt Steuerpflichtiger kann in diesem Fall freiwillig Abfertigungen besteuern. Dies ist jedoch nur möglich, wenn die Abfertigungen nach § 1087g EStG 1988 nicht mit dem festen Steueratz von 6 % begünstigt werden können.
TAX-INTL-033;Bei der laufenden Lohnsteuerberechnung für beschränkt lohnsteuerpflichtige Arbeitnehmer werden dieselben Absetzbeträge berücksichtigt wie bei unbeschränkt Steuerpflichtigen.
TAX-INTL-034;Ja, der Arbeitgeber kann die Werbungskosten beim Lohnsteuerabzug abziehen, wenn sie insgesamt mehr als 132 Euro pro Jahr sind.
TAX-INTL-035;Die beschränkte Steuerpflicht beginnt mit der Aufgabe des österreichischen Wohnsitzes, wenn weiterhin österreichische Inlandseinkünfte erzielt werden.
TAX-INTL-036;Im Fall eines in Österreich unbeschränkt Steuerpflichtigen Einkünfte aus einem Staat mit DBA muss die Doppelbesteuerung in Österreich beurteilt werden. Das Doppelbesteuerungsabkommen regelt, welchem Staat das Besteuerungsrecht für diese Einkünfte zugeteilt wird.
TAX-INTL-037;Ja, ein DBA aus österreichischer Sicht kann eine mehrfache Besteuerung derselben Einkünfte vermeiden, indem die ausländischen Einkünfte in das Doppelbesteuerungsabkommen zwischen Österreich und dem jeweligen Quellenstaat integriert werden.
TAX-INTL-038;Bei Auslandseinkünften eines in Österreich ansässigen Steuerpflichtigen bedeutet die Befreiungsmethode, dass diese nicht besteuert werden.
TAX-INTL-039;Bei Auslandseinkünften eines in Österreich ansässigen Steuerpflichtigen wird die Anrechnungsmethode darin verwendet, die ausländischen Einkünfte zu berücksichtigen, um den Steuersatz zu berechnen, der auf die in Österreich steuerpflichtigen Einkünfte anzuwenden ist.
TAX-INTL-040;Nein, ausländische Einkünfte sind in Österreich stets nach österreichischem Steuerrecht zu ermitteln, außer wenn sie aufgrund eines Doppelbesteuerungsabkommens oder des Progressionsvorbehalts in Österreich erklärt werden.
TAX-INTL-041;Das österreichische Steuerrecht erfordert nicht, dass Auslandseinkünfte an Einkommensermittlungsvorschriften angepasst werden.
TAX-INTL-042;Ja, ein in Österreich unbeschränkt Steuerpflichtiger ist mit seinem gesamten Welteinkommen steuerpflichtig, auch wenn einzelne Einkünfte bereits im Ausland besteuert wurden.
TAX-INTL-043;Das Text zeigt keine Informationen über die Einschränkungen eines DBAs nach innerstaatlichem Recht an. Daher kann die Frage nicht beantwortet werden.
TAX-INTL-044;Das Pendlerpauschale und der Pendlereuro können bei DBA-Fällen maßgeblich sein, aber nicht allein. Die wirtschaftliche Zuordnung hängt von verschiedenen Faktoren ab, wie zum Beispiel der Höhe der Beiträge, der Zeitspanne und der Höhe des Zuflusses.
TAX-INTL-045;Ja, jemand kann nach österreichischem Steuerrecht mehr als einen Wohnsitz haben. Das ist jedoch nur möglich, wenn die Wohnung jederzeit für den Wohnsitz genutzt wird.
TAX-INTL-046;Ja, bei beschränkt Steuerpflichtigen Einkünfte, die nach § 98 EStG 1988 nicht steuerpflichtig sind, können diese in die Kennzahl 453 oder 791 eingefügt werden.
TAX-INTL-047;Ja, Österreich kann bei der Befreiungsmethode die nach dem DBA steuerfreien Auslandseinkünfte für die Ermittlung des Steuersatzes auf die Inlandseinkünfte berücksichtigen.
TAX-INTL-048;Das Doppelbesteuerungsabkommen zwischen Österreich und dem jeweligen Quellenstaat sieht nicht vor, dass die ausländischen Einkünfte, die im Ausland versteuert wurden, auch in Österreich zu besteuern sind. Daher wird bei der Anrechnungsmethode die ausländische Steuer von der österreichischen Steuer abgezogen statt die Auslandseinkünfte vollständig ausgenommen.
TAX-INTL-049;Der Text gibt keine Informationen zu diesem Thema, daher kann die Frage nicht beantwortet werden.
TAX-INTL-050;Das innerstaatliche Recht sieht keine Steuerpflicht für selbst errichtete DBG-Unternehmen vor. Daher ist ein DBA für sich allein eine österreichische Steuerpflicht nicht möglich.
TAX-INTL-051;Nein, die Honorare des Architekten sind nicht steuerpflichtig, weil er keinen Wohnsitz oder gewöhnlichen Aufenthalt in Österreich hat.
TAX-INTL-052;Die Tätigkeit des Beraters ist in diesem Fall nicht als verwertet anzusehen, da sie nicht im Rahmen eines Dienstverhältnisses zu einem österreichischen Arbeitgeber beschäftigt wird.
TAX-INTL-053;Das Text zeigt keine Informationen über die Notwendigkeit einer österreichischen Betriebsstätte für die beschränkte Steuerpflicht selbständiger Arbeit im Inland an.
TAX-INTL-054;Ja, die damit erzielten gewerblichen Einkünfte sind in Österreich steuerpflichtig.
TAX-INTL-055;Ja, in diesem Fall können ausländische Gewerbetreibender beschränkt steuerpflichtige gewerbliche Einkünfte entstehen, wenn sie einen ständigen Vertreter haben.
TAX-INTL-056;Nein, ein in Italien ansässiger Unternehmer ist in diesem Fall nicht steuerpflichtig, weil er seinen Sitz nicht im Inlandsgebiet hat.
TAX-INTL-057;Die Einkünfte des ausländischen Beratungsunternehmens sind in Österreich steuerpflichtig, weil sie als ausländische Einkünfte betrachtet werden.
TAX-INTL-058;Das slowakische Unternehmen ist für die Steuerpflicht in Österreich nicht beschränkt. Das Besteuerungsrecht liegt bei den Österreichischen Steuerrecht.
TAX-INTL-059;Die aus Deutschland stammenden gewerblichen Einkünfte sind für die beschränkten Steuerpflicht in Österreich nicht steuerpflichtig.
TAX-INTL-060;Ja, ein in Ungarn ansässiger Arbeitnehmer kann seine Arbeitslohneinkünfte in Österreich beschränkt steuerpflichtig sein.
TAX-INTL-061;Die Einkünfte sind nicht zulässig, da sie als Grenzgänger oder von einem ausländischen Arbeitgeber, der nicht zum Lohnsteuerabzug in Österreich verpflichtet ist, betrachtet werden.
TAX-INTL-062;Die Einkünfte sind in diesem Fall nicht beschränkt steuerpflichtig, weil die Person einen Wohnsitz in Österreich hat.
TAX-INTL-063;Der in der Schweiz wohnende Privatanleger ist in Österreich steuerpflichtig. Das Grund liegt in § 8 des österreichischen Steuergesetzes, das Personen mit einem Wohnsitz oder einem gewöhnlichen Aufenthalt in Österreich steuerpflichtig macht.
TAX-INTL-064;Die aus Ackerflächen in Bayern erzielten Einkünfte sind in Österreich beschränkt steuerpflichtig. Das Doppel besteuerungsabkommen sieht dies aus.
TAX-INTL-065;Ja, § 98 Abs. 1 Z 6 EStG 1988 erlaubt es der Person, die Einkünfte aus Rechten aus einem österreichischen öffentlichen Register zu vermieten, wenn sie die Voraussetzungen des § 98 Abs. 1 Z 6 EStG 1988 erfüllt.
TAX-INTL-066;Die Einkünfte des Anlegers in Luxemburg sind in Österreich nicht besteuert, da sie nicht als selbstständige Einkünfte betrachtet werden.
TAX-INTL-067;Die Textart gibt keine Informationen über § 98 Abs. 1 Z 5 lit. b EStG 1988 inländischen Zinsen vor, daher kann die Frage nicht beantwortet werden.
TAX-INTL-068;Das Steuerrecht sieht keine Beschränkung auf die Besteuerung von Kapitalerträgen eines beschränkt Steuerpflichtigen vor derKEST-Befreiung nach § 94 EStG 1988.
TAX-INTL-069;Ja, für den Pensionisten ist eine beschränkte Steuerpflicht möglich, wenn die österreichische Sozialversicherungspension auf eine früher im Inland ausgeübte oder verwertete Tätigkeit basiert.
TAX-INTL-070;Ja, ein in Portugal ansässiger Künstler mit Einkünften aus unselbständiger Arbeit in Österreich kann beschränkt steuerpflichtig sein.
TAX-INTL-071;Nach dem EStG ist ein Arbeitnehmer nach dem EStG beschränkt lohnsteuerpflichtig, wenn er Einkünfte aus nichtselbständiger Arbeit bezogen hat.
TAX-INTL-072;Ja, bei beschränkt lohnsteuerpflichtigen Arbeitnehmern kann die Lohnsteuer grundsätzlich nach dem normalen Tarif berechnet werden, allerdings mit Kürzung bestimmter Absetzbeträge.
TAX-INTL-073;Ja, im Lohnsteuerabzug kann der 20%-Satz zur Anwendung kommen, wenn der Vortragender für seine Arbeit eine nichtselbständige Arbeit ausführt.
TAX-INTL-074;Ja, Betriebsausgaben und Werbungskosten können bei der Veranlagung beschränkt Steuerpflichtiger berücksichtigt werden, wenn sie wirtschaftlich mit den steuerpflichtigen österreichischen Einkünften zusammenhängen.
TAX-INTL-075;Das Text zeigt keine Informationen über den Verlustabzug für Steuerpflichtige an, daher kann die Frage nicht beantwortet werden.
TAX-INTL-076;Das Text zeigt keine Informationen über die Progressionsermäßigung für die Verwertung von Patentrechten bei beschränkter Steuerpflicht, daher kann die Frage nicht beantwortet werden.
TAX-INTL-077;Das österreichische Steuerrecht erlaubt es ausländischen Spitzenforschern, eine Zuzugsbegünstigung einzureichen, wenn sie im Rahmen eines Dienstverhältnisses zu einer österreichischen Konzerngesellschaft oder einer österreichischen Betriebsstätte der ausländischen Arbeitgebersin beschäftigt sind.
TAX-INTL-078;Das Text zeigt keine Informationen über einen befristeten Zuzugsfreibetrag für nach Österreich zuziehende Wissenschaftler an, daher kann die Frage nicht beantwortet werden.
TAX-INTL-079;Der Text erwähnt keine Informationen zu der Zuzugsbegünstigung nach den Richtlinien und der Verlagerung des Mittelpunkts der Lebensinteressen, daher kann die Frage nicht beantwortet werden.
TAX-INTL-080;Die Textinformationen sind nicht ausreichend, um die Frage zu beantworten. Es ist nicht möglich zu beurteilen, ob eine Person die Zuzugsbegünstigung erhalten kann, wenn sie erst vor weniger als fünf Jahren aus Österreich weggezogen ist.
ESTG-NEW-001;"**Steuerliche Situation:**

- Die 1,8 ETH Staking-Rewards sind aufgrund der Pool-Mechanik erst nach einer 21-tägigen Unbonding-Periode verfügbar.
- Der Marktpreis bei Gutschrift ist EUR 3.200 pro ETH, bei tatsächlicher Verfügbarkeit 14 Tage später EUR 3.450 pro ETH.

**Steuerpflichten:**

- Die 1,8 ETH werden in der Unbonding-Periode als Geld behandelt und sind daher nicht steuerlich als Gewinn oder Einkommen anzusehen.
- Nach der Unbonding-Periode werden die 1,8 ETH in den Marktpreis eingebunden und als Einkünfte aus dem Sta"
